interp-VAE_n_1_b_0.2_c_50.0_g_1.0_r_0,6.817397757430399e-10,6.931807055838539e-27,0.0,1.0940909511703012e-08,1.9665794326328978e-08,0.0,3.853010257507517e-41,4.203272543833028e-37,6.59170797618394e-42
interp-VAE_n_1_b_0.2_c_50.0_g_1.0_r_1,2.7622509835012465e-10,1.884772407701669e-30,0.0,2.8124546247454418e-08,1.4590442276585236e-07,0.0,1.5234096484096747e-20,0.0,1.3567568137585639e-35
interp-VAE_n_1_b_0.2_c_50.0_g_1.0_r_2,3.065127707202464e-09,3.0915403023643065e-28,0.0,5.70268010591235e-09,3.138832482818543e-07,0.0,5.596148684490725e-30,0.0,4.268149825516661e-33
interp-VAE_n_1_b_0.2_c_50.0_g_10.0_r_0,3.578022600425612e-10,0.0,0.0,7.803156449881499e-07,7.792709766363259e-07,0.0,0.0,8.682202580062546e-38,1.401298464324817e-45
interp-VAE_n_1_b_0.2_c_50.0_g_10.0_r_1,5.137466563276405e-10,0.0,1.4355891679615003e-31,2.304794406882138e-06,2.654267916568642e-07,0.0,1.510885958188521e-32,0.0,4.16803176631624e-35
interp-VAE_n_1_b_0.2_c_50.0_g_10.0_r_2,3.098114431665522e-09,0.0,0.0,1.8312113070351188e-07,1.261047486877942e-06,0.0,4.1221996925043144e-41,0.0,3.3280838527714405e-42
s2-VAE_b_0.2_c_50.0_g_0.1_r_0,9.517663324132286e-10,2.2120462617404086e-16,0.0,2.582874136791702e-09,2.159684653335603e-09,3.540286286022349e-18,5.050349575581285e-18,1.335355386803929e-20,1.3248480378312689e-17
s2-VAE_b_0.2_c_50.0_g_0.1_r_1,4.4120782582979245e-09,1.613275660388914e-17,0.0,1.7464414359125158e-09,4.2615524442624064e-09,1.0058384982190188e-21,6.253624132546002e-16,0.0,2.495812754633542e-16
s2-VAE_b_0.2_c_50.0_g_0.1_r_2,1.1810130651213058e-09,5.648666848869876e-16,0.0,1.3529412035140354e-09,2.5275863624329986e-09,0.0,4.68860794271633e-16,0.0,1.2662025867624843e-18
s2-VAE_b_0.2_c_50.0_g_1.0_r_0,2.3470516641310724e-09,6.924783857018299e-18,1.2254493366865573e-19,2.389762387977612e-09,1.8971701987169354e-09,3.165850780836186e-18,2.4484771124696234e-17,7.540715577491737e-16,6.26939906239743e-17
s2-VAE_b_0.2_c_50.0_g_1.0_r_1,4.4007699706583026e-09,6.756844685974108e-18,5.084398618073143e-22,8.859828426466265e-09,1.2892196643576881e-08,2.2438078548646584e-18,1.1560394602586153e-15,0.0,9.624120695601369e-16
s2-VAE_b_0.2_c_50.0_g_1.0_r_2,1.79800208055525e-09,1.4503945002671378e-16,9.281889942450704e-20,1.0868577149381053e-08,9.398140043970216e-09,0.0,9.752941068914488e-22,0.0,8.233414357195976e-17
s2-VAE_b_0.2_c_50.0_g_10.0_r_0,2.62653654381495e-09,7.438219826313638e-18,0.0,1.967814355907649e-08,5.725143026324986e-09,2.7820029528959045e-17,1.399614577294222e-17,4.6992669920896887e-17,1.4038244509832646e-18
s2-VAE_b_0.2_c_50.0_g_10.0_r_1,8.667265793960155e-10,3.363116314379561e-44,7.299270854197593e-18,3.0748296353522164e-08,9.29763377399695e-09,0.0,2.9103517378109805e-16,0.0,5.7298648003134905e-18
s2-VAE_b_0.2_c_50.0_g_10.0_r_2,2.635825779861989e-09,2.9636023169246942e-16,1.1323107322137925e-16,1.074887112650913e-08,4.2736747474236836e-09,0.0,5.28906211304036e-19,2.4292578190911375e-18,2.2064926372821766e-16
